sku,semana,anio_relativo,ventas_unidades
SKU_012,20,1,136
SKU_012,21,1,83
SKU_012,22,1,97
SKU_012,23,1,78
SKU_012,24,1,61
SKU_012,25,1,64
SKU_012,26,1,78
SKU_012,27,1,53
SKU_012,28,1,51
SKU_012,29,1,35
SKU_012,30,1,28
SKU_012,31,1,16
SKU_012,32,1,16
SKU_012,33,1,13
SKU_012,34,1,10
SKU_012,35,1,13
SKU_012,36,1,16
SKU_012,37,1,17
SKU_012,38,1,21
SKU_012,39,1,27
SKU_012,40,1,43
SKU_012,41,1,56
SKU_012,42,1,57
SKU_012,43,1,79
SKU_012,44,1,100
SKU_012,45,1,116
SKU_012,46,1,150
SKU_012,47,1,163
SKU_012,48,1,129
SKU_012,49,1,209
SKU_012,50,1,225
SKU_012,51,1,226
SKU_012,52,1,210
SKU_012,53,2,206
SKU_012,54,2,168
SKU_012,55,2,234
SKU_012,56,2,190
SKU_012,57,2,291
SKU_012,58,2,317
SKU_012,59,2,230
SKU_012,60,2,274
SKU_012,61,2,232
SKU_012,62,2,234
SKU_012,63,2,273
SKU_012,64,2,246
SKU_012,65,2,302
SKU_012,66,2,213
SKU_012,67,2,252
SKU_012,68,2,210
SKU_012,69,2,217
SKU_012,70,2,168
SKU_012,71,2,165
SKU_012,72,2,148
SKU_012,73,2,119
SKU_012,74,2,133
SKU_012,75,2,116
SKU_012,76,2,100
SKU_012,77,2,95
SKU_012,78,2,79
SKU_012,79,2,50
SKU_012,80,2,44
SKU_012,81,2,30
SKU_012,82,2,25
SKU_012,83,2,17
SKU_012,84,2,18
SKU_012,85,2,12
SKU_012,86,2,10
SKU_012,87,2,14
SKU_012,88,2,10
SKU_012,89,2,13
SKU_012,90,2,28
SKU_012,91,2,33
SKU_012,92,2,44
SKU_012,93,2,42
SKU_012,94,2,64
SKU_012,95,2,101
SKU_012,96,2,102
SKU_012,97,2,108
SKU_012,98,2,112
SKU_012,99,2,127
SKU_012,100,2,102
SKU_012,101,2,171
SKU_012,102,2,202
SKU_012,103,2,147
SKU_012,104,2,185
SKU_013,1,1,113
SKU_013,2,1,122
SKU_013,3,1,150
SKU_013,4,1,105
SKU_013,5,1,171
SKU_013,6,1,178
SKU_013,7,1,155
SKU_013,8,1,102
SKU_013,9,1,137
SKU_013,10,1,189
SKU_013,11,1,92
SKU_013,12,1,145
SKU_013,13,1,122
SKU_013,14,1,160
SKU_013,15,1,123
SKU_013,16,1,137
SKU_013,17,1,58
SKU_013,18,1,145
SKU_013,19,1,101
SKU_013,20,1,101
SKU_013,21,1,67
SKU_013,22,1,91
SKU_013,23,1,61
SKU_013,24,1,55
SKU_013,25,1,51
SKU_013,26,1,33
SKU_013,27,1,38
SKU_013,28,1,34
SKU_013,29,1,26
SKU_013,30,1,15
SKU_013,31,1,16
SKU_013,32,1,15
SKU_013,33,1,8
SKU_013,34,1,9
SKU_013,35,1,13
SKU_013,36,1,14
SKU_013,37,1,17
SKU_013,38,1,25
SKU_013,39,1,26
SKU_013,40,1,33
SKU_013,41,1,51
SKU_013,42,1,42
SKU_013,43,1,45
SKU_013,44,1,64
SKU_013,45,1,73
SKU_013,46,1,72
SKU_013,47,1,73
SKU_013,48,1,129
SKU_013,49,1,110
SKU_013,50,1,101
SKU_013,51,1,139
SKU_013,52,1,128
SKU_013,53,2,132
SKU_013,54,2,156
SKU_013,55,2,120
SKU_013,56,2,162
SKU_013,57,2,203
SKU_013,58,2,172
SKU_013,59,2,153
SKU_013,60,2,150
SKU_013,61,2,152
SKU_013,62,2,154
SKU_013,63,2,149
SKU_013,64,2,175
SKU_013,65,2,110
SKU_013,66,2,162
SKU_013,67,2,129
SKU_013,68,2,137
SKU_013,69,2,97
SKU_013,70,2,137
SKU_013,71,2,125
SKU_013,72,2,110
SKU_013,73,2,67
SKU_013,74,2,88
SKU_013,75,2,73
SKU_013,76,2,46
SKU_013,77,2,52
SKU_013,78,2,46
SKU_013,79,2,40
SKU_013,80,2,37
SKU_013,81,2,26
SKU_013,82,2,24
SKU_013,83,2,19
SKU_013,84,2,8
SKU_013,85,2,11
SKU_013,86,2,11
SKU_013,87,2,9
SKU_013,88,2,14
SKU_013,89,2,19
SKU_013,90,2,17
SKU_013,91,2,26
SKU_013,92,2,26
SKU_013,93,2,33
SKU_013,94,2,54
SKU_013,95,2,48
SKU_013,96,2,64
SKU_013,97,2,50
SKU_013,98,2,100
SKU_013,99,2,95
SKU_013,100,2,94
SKU_013,101,2,114
SKU_013,102,2,90
SKU_013,103,2,144
SKU_013,104,2,124
SKU_014,1,1,98
SKU_014,2,1,99
SKU_014,3,1,101
SKU_014,4,1,126
SKU_014,5,1,121
SKU_014,6,1,131
SKU_014,7,1,120
SKU_014,8,1,130
SKU_014,9,1,113
SKU_014,10,1,159
SKU_014,11,1,90
SKU_014,12,1,136
SKU_014,13,1,134
SKU_014,14,1,93
SKU_014,15,1,136
SKU_014,16,1,111
SKU_014,17,1,104
SKU_014,18,1,40
SKU_014,19,1,76
SKU_014,20,1,69
SKU_014,21,1,69
SKU_014,22,1,70
SKU_014,23,1,53
SKU_014,24,1,36
SKU_014,25,1,43
SKU_014,26,1,37
SKU_014,27,1,30
SKU_014,28,1,25
SKU_014,29,1,18
SKU_014,30,1,13
SKU_014,31,1,10
SKU_014,32,1,8
SKU_014,33,1,9
SKU_014,34,1,8
SKU_014,35,1,8
SKU_014,36,1,6
SKU_014,37,1,10
SKU_014,38,1,17
SKU_014,39,1,17
SKU_014,40,1,24
SKU_014,41,1,22
SKU_014,42,1,40
SKU_014,43,1,38
SKU_014,44,1,47
SKU_014,45,1,70
SKU_014,46,1,72
SKU_014,47,1,62
SKU_014,48,1,66
SKU_014,49,1,75
SKU_014,50,1,92
SKU_014,51,1,91
SKU_014,52,1,92
SKU_014,53,2,126
SKU_014,54,2,107
SKU_014,55,2,152
SKU_014,56,2,118
SKU_014,57,2,151
SKU_014,58,2,128
SKU_014,59,2,140
SKU_014,60,2,76
SKU_014,61,2,107
SKU_014,62,2,130
SKU_014,63,2,137
SKU_014,64,2,117
SKU_014,65,2,91
SKU_014,66,2,87
SKU_014,67,2,82
SKU_014,68,2,73
SKU_014,69,2,94
SKU_014,70,2,101
SKU_014,71,2,80
SKU_014,72,2,48
SKU_014,73,2,64
SKU_014,74,2,58
SKU_014,75,2,69
SKU_014,76,2,36
SKU_014,77,2,37
SKU_014,78,2,42
SKU_014,79,2,30
SKU_014,80,2,25
SKU_014,81,2,19
SKU_014,82,2,16
SKU_014,83,2,14
SKU_014,84,2,9
SKU_014,85,2,10
SKU_014,86,2,7
SKU_014,87,2,9
SKU_014,88,2,10
SKU_014,89,2,11
SKU_014,90,2,15
SKU_014,91,2,17
SKU_014,92,2,19
SKU_014,93,2,27
SKU_014,94,2,28
SKU_014,95,2,42
SKU_014,96,2,38
SKU_014,97,2,58
SKU_014,98,2,49
SKU_014,99,2,61
SKU_014,100,2,67
SKU_014,101,2,97
SKU_014,102,2,92
SKU_014,103,2,91
SKU_014,104,2,107
SKU_015,1,1,121
SKU_015,2,1,185
SKU_015,3,1,251
SKU_015,4,1,203
SKU_015,5,1,206
SKU_015,6,1,225
SKU_015,7,1,239
SKU_015,8,1,148
SKU_015,9,1,157
SKU_015,10,1,215
SKU_015,11,1,183
SKU_015,12,1,240
SKU_015,13,1,185
SKU_015,14,1,133
SKU_015,15,1,145
SKU_015,16,1,100
SKU_015,17,1,154
SKU_015,18,1,144
SKU_015,19,1,128
SKU_015,20,1,146
SKU_015,21,1,134
SKU_015,22,1,99
SKU_015,23,1,61
SKU_015,24,1,86
SKU_015,25,1,73
SKU_015,26,1,60
SKU_015,27,1,55
SKU_015,28,1,33
SKU_015,29,1,42
SKU_015,30,1,22
SKU_015,31,1,24
SKU_015,32,1,13
SKU_015,33,1,13
SKU_015,34,1,18
SKU_015,35,1,15
SKU_015,36,1,34
SKU_015,37,1,22
SKU_015,38,1,26
SKU_015,39,1,39
SKU_015,40,1,38
SKU_015,41,1,36
SKU_015,42,1,51
SKU_015,43,1,74
SKU_015,44,1,84
SKU_015,45,1,70
SKU_015,46,1,92
SKU_015,47,1,105
SKU_015,48,1,121
SKU_015,49,1,110
SKU_015,50,1,137
SKU_015,51,1,145
SKU_015,52,1,193
SKU_015,53,2,205
SKU_015,54,2,187
SKU_015,55,2,187
SKU_015,56,2,210
SKU_015,57,2,185
SKU_015,58,2,177
SKU_015,59,2,186
SKU_015,60,2,197
SKU_015,61,2,179
SKU_015,62,2,220
SKU_015,63,2,234
SKU_015,64,2,157
SKU_015,65,2,201
SKU_015,66,2,186
SKU_015,67,2,193
SKU_015,68,2,174
SKU_015,69,2,128
SKU_015,70,2,124
SKU_015,71,2,142
SKU_015,72,2,149
SKU_015,73,2,78
SKU_015,74,2,110
SKU_015,75,2,109
SKU_015,76,2,79
SKU_015,77,2,75
SKU_015,78,2,53
SKU_015,79,2,49
SKU_015,80,2,31
SKU_015,81,2,22
SKU_015,82,2,31
SKU_015,83,2,19
SKU_015,84,2,17
SKU_015,85,2,13
SKU_015,86,2,12
SKU_015,87,2,15
SKU_015,88,2,16
SKU_015,89,2,23
SKU_015,90,2,29
SKU_015,91,2,35
SKU_015,92,2,43
SKU_015,93,2,62
SKU_015,94,2,50
SKU_015,95,2,70
SKU_015,96,2,96
SKU_015,97,2,175
SKU_015,98,2,83
SKU_015,99,2,113
SKU_015,100,2,158
SKU_015,101,2,154
SKU_015,102,2,160
SKU_015,103,2,162
SKU_015,104,2,168
SKU_016,1,1,223
SKU_016,2,1,215
SKU_016,3,1,231
SKU_016,4,1,243
SKU_016,5,1,221
SKU_016,6,1,271
SKU_016,7,1,477
SKU_016,8,1,186
SKU_016,9,1,266
SKU_016,10,1,222
SKU_016,11,1,268
SKU_016,12,1,243
SKU_016,13,1,261
SKU_016,14,1,265
SKU_016,15,1,221
SKU_016,16,1,239
SKU_016,17,1,124
SKU_016,18,1,221
SKU_016,19,1,174
SKU_016,20,1,176
SKU_016,21,1,112
SKU_016,22,1,107
SKU_016,23,1,111
SKU_016,24,1,94
SKU_016,25,1,85
SKU_016,26,1,81
SKU_016,27,1,43
SKU_016,28,1,55
SKU_016,29,1,58
SKU_016,30,1,30
SKU_016,31,1,20
SKU_016,32,1,23
SKU_016,33,1,12
SKU_016,34,1,19
SKU_016,35,1,14
SKU_016,36,1,21
SKU_016,37,1,25
SKU_016,38,1,37
SKU_016,39,1,38
SKU_016,40,1,43
SKU_016,41,1,54
SKU_016,42,1,83
SKU_016,43,1,89
SKU_016,44,1,90
SKU_016,45,1,139
SKU_016,46,1,95
SKU_016,47,1,147
SKU_016,48,1,113
SKU_016,49,1,187
SKU_016,50,1,185
SKU_016,51,1,265
SKU_016,52,1,174
SKU_016,53,2,216
SKU_016,54,2,292
SKU_016,55,2,282
SKU_016,56,2,221
SKU_016,57,2,262
SKU_016,58,2,258
SKU_016,59,2,272
SKU_016,60,2,234
SKU_016,61,2,257
SKU_016,62,2,196
SKU_016,63,2,259
SKU_016,64,2,265
SKU_016,65,2,232
SKU_016,66,2,176
SKU_016,67,2,254
SKU_016,68,2,221
SKU_016,69,2,176
SKU_016,70,2,176
SKU_016,71,2,132
SKU_016,72,2,131
SKU_016,73,2,129
SKU_016,74,2,149
SKU_016,75,2,101
SKU_016,76,2,107
SKU_016,77,2,77
SKU_016,78,2,74
SKU_016,79,2,58
SKU_016,80,2,55
SKU_016,81,2,37
SKU_016,82,2,25
SKU_016,83,2,21
SKU_016,84,2,20
SKU_016,85,2,15
SKU_016,86,2,19
SKU_016,87,2,18
SKU_016,88,2,30
SKU_016,89,2,19
SKU_016,90,2,33
SKU_016,91,2,33
SKU_016,92,2,46
SKU_016,93,2,61
SKU_016,94,2,47
SKU_016,95,2,88
SKU_016,96,2,126
SKU_016,97,2,105
SKU_016,98,2,133
SKU_016,99,2,165
SKU_016,100,2,154
SKU_016,101,2,158
SKU_016,102,2,123
SKU_016,103,2,220
SKU_016,104,2,210
SKU_017,1,1,242
SKU_017,2,1,305
SKU_017,3,1,174
SKU_017,4,1,296
SKU_017,5,1,359
SKU_017,6,1,268
SKU_017,7,1,392
SKU_017,8,1,269
SKU_017,9,1,306
SKU_017,10,1,434
SKU_017,11,1,387
SKU_017,12,1,328
SKU_017,13,1,270
SKU_017,14,1,278
SKU_017,15,1,292
SKU_017,16,1,275
SKU_017,17,1,254
SKU_017,18,1,239
SKU_017,19,1,215
SKU_017,20,1,159
SKU_017,21,1,170
SKU_017,22,1,187
SKU_017,23,1,116
SKU_017,24,1,124
SKU_017,25,1,96
SKU_017,26,1,55
SKU_017,27,1,73
SKU_017,28,1,79
SKU_017,29,1,56
SKU_017,30,1,34
SKU_017,31,1,38
SKU_017,32,1,25
SKU_017,33,1,23
SKU_017,34,1,25
SKU_017,35,1,23
SKU_017,36,1,32
SKU_017,37,1,30
SKU_017,38,1,39
SKU_017,39,1,48
SKU_017,40,1,59
SKU_017,41,1,92
SKU_017,42,1,103
SKU_017,43,1,140
SKU_017,44,1,174
SKU_017,45,1,126
SKU_017,46,1,170
SKU_017,47,1,155
SKU_017,48,1,184
SKU_017,49,1,206
SKU_017,50,1,208
SKU_017,51,1,223
SKU_017,52,1,276
SKU_017,53,2,244
SKU_017,54,2,352
SKU_017,55,2,281
SKU_017,56,2,477
SKU_017,57,2,321
SKU_017,58,2,354
SKU_017,59,2,286
SKU_017,60,2,447
SKU_017,61,2,415
SKU_017,62,2,367
SKU_017,63,2,276
SKU_017,64,2,349
SKU_017,65,2,273
SKU_017,66,2,385
SKU_017,67,2,339
SKU_017,68,2,290
SKU_017,69,2,171
SKU_017,70,2,214
SKU_017,71,2,256
SKU_017,72,2,251
SKU_017,73,2,224
SKU_017,74,2,131
SKU_017,75,2,159
SKU_017,76,2,153
SKU_017,77,2,86
SKU_017,78,2,97
SKU_017,79,2,85
SKU_017,80,2,86
SKU_017,81,2,39
SKU_017,82,2,42
SKU_017,83,2,34
SKU_017,84,2,29
SKU_017,85,2,24
SKU_017,86,2,23
SKU_017,87,2,26
SKU_017,88,2,32
SKU_017,89,2,34
SKU_017,90,2,42
SKU_017,91,2,56
SKU_017,92,2,48
SKU_017,93,2,88
SKU_017,94,2,99
SKU_017,95,2,117
SKU_017,96,2,155
SKU_017,97,2,110
SKU_017,98,2,124
SKU_017,99,2,204
SKU_017,100,2,217
SKU_017,101,2,244
SKU_017,102,2,240
SKU_017,103,2,304
SKU_017,104,2,336
SKU_018,1,1,254
SKU_018,2,1,238
SKU_018,3,1,176
SKU_018,4,1,297
SKU_018,5,1,322
SKU_018,6,1,304
SKU_018,7,1,243
SKU_018,8,1,309
SKU_018,9,1,316
SKU_018,10,1,341
SKU_018,11,1,236
SKU_018,12,1,256
SKU_018,13,1,286
SKU_018,14,1,249
SKU_018,15,1,196
SKU_018,16,1,237
SKU_018,17,1,228
SKU_018,18,1,198
SKU_018,19,1,186
SKU_018,20,1,159
SKU_018,21,1,182
SKU_018,22,1,115
SKU_018,23,1,108
SKU_018,24,1,103
SKU_018,25,1,100
SKU_018,26,1,58
SKU_018,27,1,50
SKU_018,28,1,36
SKU_018,29,1,42
SKU_018,30,1,28
SKU_018,31,1,26
SKU_018,32,1,25
SKU_018,33,1,17
SKU_018,34,1,20
SKU_018,35,1,19
SKU_018,36,1,25
SKU_018,37,1,29
SKU_018,38,1,30
SKU_018,39,1,41
SKU_018,40,1,60
SKU_018,41,1,66
SKU_018,42,1,59
SKU_018,43,1,97
SKU_018,44,1,86
SKU_018,45,1,142
SKU_018,46,1,153
SKU_018,47,1,154
SKU_018,48,1,167
SKU_018,49,1,173
SKU_018,50,1,213
SKU_018,51,1,196
SKU_018,52,1,229
SKU_018,53,2,264
SKU_018,54,2,223
SKU_018,55,2,230
SKU_018,56,2,215
SKU_018,57,2,225
SKU_018,58,2,198
SKU_018,59,2,305
SKU_018,60,2,351
SKU_018,61,2,334
SKU_018,62,2,206
SKU_018,63,2,296
SKU_018,64,2,316
SKU_018,65,2,235
SKU_018,66,2,247
SKU_018,67,2,162
SKU_018,68,2,229
SKU_018,69,2,174
SKU_018,70,2,198
SKU_018,71,2,136
SKU_018,72,2,175
SKU_018,73,2,169
SKU_018,74,2,116
SKU_018,75,2,96
SKU_018,76,2,69
SKU_018,77,2,84
SKU_018,78,2,68
SKU_018,79,2,47
SKU_018,80,2,54
SKU_018,81,2,39
SKU_018,82,2,28
SKU_018,83,2,25
SKU_018,84,2,26
SKU_018,85,2,21
SKU_018,86,2,18
SKU_018,87,2,21
SKU_018,88,2,19
SKU_018,89,2,27
SKU_018,90,2,42
SKU_018,91,2,38
SKU_018,92,2,54
SKU_018,93,2,54
SKU_018,94,2,79
SKU_018,95,2,94
SKU_018,96,2,57
SKU_018,97,2,136
SKU_018,98,2,71
SKU_018,99,2,231
SKU_018,100,2,185
SKU_018,101,2,167
SKU_018,102,2,148
SKU_018,103,2,171
SKU_018,104,2,251
SKU_019,1,1,192
SKU_019,2,1,330
SKU_019,3,1,290
SKU_019,4,1,248
SKU_019,5,1,282
SKU_019,6,1,266
SKU_019,7,1,359
SKU_019,8,1,354
SKU_019,9,1,236
SKU_019,10,1,296
SKU_019,11,1,270
SKU_019,12,1,362
SKU_019,13,1,235
SKU_019,14,1,426
SKU_019,15,1,271
SKU_019,16,1,213
SKU_019,17,1,219
SKU_019,18,1,201
SKU_019,19,1,171
SKU_019,20,1,197
SKU_019,21,1,246
SKU_019,22,1,108
SKU_019,23,1,135
SKU_019,24,1,92
SKU_019,25,1,98
SKU_019,26,1,82
SKU_019,27,1,71
SKU_019,28,1,90
SKU_019,29,1,59
SKU_019,30,1,51
SKU_019,31,1,31
SKU_019,32,1,34
SKU_019,33,1,35
SKU_019,34,1,28
SKU_019,35,1,39
SKU_019,36,1,31
SKU_019,37,1,41
SKU_019,38,1,45
SKU_019,39,1,60
SKU_019,40,1,76
SKU_019,41,1,79
SKU_019,42,1,93
SKU_019,43,1,99
SKU_019,44,1,137
SKU_019,45,1,150
SKU_019,46,1,160
SKU_019,47,1,168
SKU_019,48,1,221
SKU_019,49,1,208
SKU_019,50,1,222
SKU_019,51,1,252
SKU_019,52,1,331
SKU_019,53,2,222
SKU_019,54,2,324
SKU_019,55,2,216
SKU_019,56,2,321
SKU_019,57,2,394
SKU_019,58,2,348
SKU_019,59,2,336
SKU_019,60,2,301
SKU_019,61,2,330
SKU_019,62,2,313
SKU_019,63,2,282
SKU_019,64,2,299
SKU_019,65,2,313
SKU_019,66,2,259
SKU_019,67,2,246
SKU_019,68,2,212
SKU_019,69,2,266
SKU_019,70,2,254
SKU_019,71,2,226
SKU_019,72,2,229
SKU_019,73,2,185
SKU_019,74,2,174
SKU_019,75,2,154
SKU_019,76,2,128
SKU_019,77,2,105
SKU_019,78,2,131
SKU_019,79,2,79
SKU_019,80,2,64
SKU_019,81,2,64
SKU_019,82,2,53
SKU_019,83,2,35
SKU_019,84,2,45
SKU_019,85,2,35
SKU_019,86,2,28
SKU_019,87,2,41
SKU_019,88,2,42
SKU_019,89,2,36
SKU_019,90,2,65
SKU_019,91,2,67
SKU_019,92,2,72
SKU_019,93,2,105
SKU_019,94,2,102
SKU_019,95,2,114
SKU_019,96,2,119
SKU_019,97,2,162
SKU_019,98,2,179
SKU_019,99,2,186
SKU_019,100,2,179
SKU_019,101,2,226
SKU_019,102,2,237
SKU_019,103,2,205
SKU_019,104,2,212
SKU_020,1,1,343
SKU_020,2,1,201
SKU_020,3,1,353
SKU_020,4,1,328
SKU_020,5,1,433
SKU_020,6,1,340
SKU_020,7,1,408
SKU_020,8,1,350
SKU_020,9,1,377
SKU_020,10,1,502
SKU_020,11,1,336
SKU_020,12,1,406
SKU_020,13,1,292
SKU_020,14,1,345
SKU_020,15,1,360
SKU_020,16,1,330
SKU_020,17,1,364
SKU_020,18,1,234
SKU_020,19,1,194
SKU_020,20,1,192
SKU_020,21,1,225
SKU_020,22,1,199
SKU_020,23,1,168
SKU_020,24,1,121
SKU_020,25,1,142
SKU_020,26,1,140
SKU_020,27,1,111
SKU_020,28,1,114
SKU_020,29,1,71
SKU_020,30,1,62
SKU_020,31,1,45
SKU_020,32,1,31
SKU_020,33,1,36
SKU_020,34,1,32
SKU_020,35,1,31
SKU_020,36,1,54
SKU_020,37,1,51
SKU_020,38,1,60
SKU_020,39,1,64
SKU_020,40,1,78
SKU_020,41,1,108
SKU_020,42,1,109
SKU_020,43,1,137
SKU_020,44,1,141
SKU_020,45,1,156
SKU_020,46,1,146
SKU_020,47,1,144
SKU_020,48,1,216
SKU_020,49,1,247
SKU_020,50,1,213
SKU_020,51,1,281
SKU_020,52,1,302
SKU_020,53,2,213
SKU_020,54,2,284
SKU_020,55,2,363
SKU_020,56,2,373
SKU_020,57,2,298
SKU_020,58,2,375
SKU_020,59,2,427
SKU_020,60,2,414
SKU_020,61,2,365
SKU_020,62,2,341
SKU_020,63,2,326
SKU_020,64,2,377
SKU_020,65,2,352
SKU_020,66,2,360
SKU_020,67,2,321
SKU_020,68,2,336
SKU_020,69,2,286
SKU_020,70,2,295
SKU_020,71,2,276
SKU_020,72,2,197
SKU_020,73,2,149
SKU_020,74,2,227
SKU_020,75,2,171
SKU_020,76,2,108
SKU_020,77,2,113
SKU_020,78,2,122
SKU_020,79,2,90
SKU_020,80,2,74
SKU_020,81,2,81
SKU_020,82,2,48
SKU_020,83,2,43
SKU_020,84,2,44
SKU_020,85,2,41
SKU_020,86,2,41
SKU_020,87,2,44
SKU_020,88,2,44
SKU_020,89,2,52
SKU_020,90,2,55
SKU_020,91,2,68
SKU_020,92,2,60
SKU_020,93,2,97
SKU_020,94,2,122
SKU_020,95,2,137
SKU_020,96,2,146
SKU_020,97,2,144
SKU_020,98,2,186
SKU_020,99,2,203
SKU_020,100,2,231
SKU_020,101,2,325
SKU_020,102,2,242
SKU_020,103,2,299
SKU_020,104,2,346
SKU_021,1,1,268
SKU_021,2,1,373
SKU_021,3,1,270
SKU_021,4,1,309
SKU_021,5,1,266
SKU_021,6,1,291
SKU_021,7,1,321
SKU_021,8,1,350
SKU_021,9,1,325
SKU_021,10,1,365
SKU_021,11,1,297
SKU_021,12,1,280
SKU_021,13,1,402
SKU_021,14,1,292
SKU_021,15,1,235
SKU_021,16,1,224
SKU_021,17,1,202
SKU_021,18,1,251
SKU_021,19,1,193
SKU_021,20,1,191
SKU_021,21,1,169
SKU_021,22,1,171
SKU_021,23,1,120
SKU_021,24,1,102
SKU_021,25,1,110
SKU_021,26,1,100
SKU_021,27,1,82
SKU_021,28,1,59
SKU_021,29,1,62
SKU_021,30,1,42
SKU_021,31,1,37
SKU_021,32,1,31
SKU_021,33,1,39
SKU_021,34,1,35
SKU_021,35,1,36
SKU_021,36,1,42
SKU_021,37,1,58
SKU_021,38,1,35
SKU_021,39,1,50
SKU_021,40,1,60
SKU_021,41,1,68
SKU_021,42,1,77
SKU_021,43,1,101
SKU_021,44,1,99
SKU_021,45,1,144
SKU_021,46,1,155
SKU_021,47,1,182
SKU_021,48,1,201
SKU_021,49,1,222
SKU_021,50,1,207
SKU_021,51,1,309
SKU_021,52,1,257
SKU_021,53,2,189
SKU_021,54,2,232
SKU_021,55,2,210
SKU_021,56,2,293
SKU_021,57,2,294
SKU_021,58,2,283
SKU_021,59,2,400
SKU_021,60,2,333
SKU_021,61,2,340
SKU_021,62,2,261
SKU_021,63,2,254
SKU_021,64,2,294
SKU_021,65,2,291
SKU_021,66,2,197
SKU_021,67,2,254
SKU_021,68,2,248
SKU_021,69,2,226
SKU_021,70,2,192
SKU_021,71,2,186
SKU_021,72,2,181
SKU_021,73,2,172
SKU_021,74,2,166
SKU_021,75,2,158
SKU_021,76,2,115
SKU_021,77,2,56
SKU_021,78,2,97
SKU_021,79,2,85
SKU_021,80,2,62
SKU_021,81,2,62
SKU_021,82,2,54
SKU_021,83,2,48
SKU_021,84,2,45
SKU_021,85,2,28
SKU_021,86,2,31
SKU_021,87,2,32
SKU_021,88,2,62
SKU_021,89,2,36
SKU_021,90,2,37
SKU_021,91,2,56
SKU_021,92,2,58
SKU_021,93,2,79
SKU_021,94,2,80
SKU_021,95,2,87
SKU_021,96,2,124
SKU_021,97,2,139
SKU_021,98,2,165
SKU_021,99,2,224
SKU_021,100,2,193
SKU_021,101,2,216
SKU_021,102,2,182
SKU_021,103,2,187
SKU_021,104,2,456
SKU_022,1,1,153
SKU_022,2,1,157
SKU_022,3,1,192
SKU_022,4,1,196
SKU_022,5,1,176
SKU_022,6,1,198
SKU_022,7,1,248
SKU_022,8,1,184
SKU_022,9,1,216
SKU_022,10,1,236
SKU_022,11,1,219
SKU_022,12,1,180
SKU_022,13,1,147
SKU_022,14,1,165
SKU_022,15,1,177
SKU_022,16,1,199
SKU_022,17,1,135
SKU_022,18,1,147
SKU_022,19,1,152
SKU_022,20,1,82
SKU_022,21,1,134
SKU_022,22,1,86
SKU_022,23,1,98
SKU_022,24,1,85
SKU_022,25,1,84
SKU_022,26,1,67
SKU_022,27,1,34
SKU_022,28,1,40
SKU_022,29,1,39
SKU_022,30,1,31
SKU_022,31,1,30
SKU_022,32,1,27
SKU_022,33,1,24
SKU_022,34,1,21
SKU_022,35,1,16
SKU_022,36,1,23
SKU_022,37,1,29
SKU_022,38,1,27
SKU_022,39,1,42
SKU_022,40,1,51
SKU_022,41,1,54
SKU_022,42,1,34
SKU_022,43,1,58
SKU_022,44,1,106
SKU_022,45,1,85
SKU_022,46,1,73
SKU_022,47,1,137
SKU_022,48,1,53
SKU_022,49,1,161
SKU_022,50,1,155
SKU_022,51,1,171
SKU_022,52,1,178
SKU_022,53,2,197
SKU_022,54,2,250
SKU_022,55,2,221
SKU_022,56,2,152
SKU_022,57,2,218
SKU_022,58,2,243
SKU_022,59,2,247
SKU_022,60,2,197
SKU_022,61,2,246
SKU_022,62,2,236
SKU_022,63,2,283
SKU_022,64,2,177
SKU_022,65,2,177
SKU_022,66,2,178
SKU_022,67,2,165
SKU_022,68,2,147
SKU_022,69,2,93
SKU_022,70,2,139
SKU_022,71,2,146
SKU_022,72,2,118
SKU_022,73,2,149
SKU_022,74,2,105
SKU_022,75,2,111
SKU_022,76,2,86
SKU_022,77,2,81
SKU_022,78,2,65
SKU_022,79,2,64
SKU_022,80,2,46
SKU_022,81,2,41
SKU_022,82,2,34
SKU_022,83,2,26
SKU_022,84,2,26
SKU_022,85,2,30
SKU_022,86,2,21
SKU_022,87,2,24
SKU_022,88,2,29
SKU_022,89,2,32
SKU_022,90,2,32
SKU_022,91,2,25
SKU_022,92,2,49
SKU_022,93,2,36
SKU_022,94,2,76
SKU_022,95,2,74
SKU_022,96,2,95
SKU_022,97,2,81
SKU_022,98,2,80
SKU_022,99,2,120
SKU_022,100,2,127
SKU_022,101,2,128
SKU_022,102,2,151
SKU_022,103,2,226
SKU_022,104,2,191
SKU_023,1,1,247
SKU_023,2,1,251
SKU_023,3,1,283
SKU_023,4,1,232
SKU_023,5,1,169
SKU_023,6,1,241
SKU_023,7,1,281
SKU_023,8,1,215
SKU_023,9,1,244
SKU_023,10,1,222
SKU_023,11,1,299
SKU_023,12,1,265
SKU_023,13,1,254
SKU_023,14,1,244
SKU_023,15,1,212
SKU_023,16,1,209
SKU_023,17,1,157
SKU_023,18,1,120
SKU_023,19,1,169
SKU_023,20,1,160
SKU_023,21,1,164
SKU_023,22,1,154
SKU_023,23,1,138
SKU_023,24,1,84
SKU_023,25,1,82
SKU_023,26,1,80
SKU_023,27,1,88
SKU_023,28,1,66
SKU_023,29,1,53
SKU_023,30,1,36
SKU_023,31,1,29
SKU_023,32,1,32
SKU_023,33,1,22
SKU_023,34,1,25
SKU_023,35,1,26
SKU_023,36,1,36
SKU_023,37,1,31
SKU_023,38,1,24
SKU_023,39,1,49
