sku,proveedor_id,ultima_fecha_compra,ultimo_precio_pyg,ultima_cantidad,total_cantidad_historica,total_lineas_compra
247205,364,2025-08-29,1.28,144.0,144.0,1
218626,364,2024-11-07,3.26,96.0,96.0,1
215815,364,2024-10-18,11.43,12.0,12.0,1
213769,3515,2024-08-07,9.09,12.0,12.0,1
217288,1393,2025-09-26,5.33,25.0,75.0,2
214793,364,2024-10-01,3.16,48.0,48.0,1
246253,1654,2025-08-22,1.42,48.0,48.0,1
222655,2502,2024-11-15,87272.72727,2.0,2.0,1
246399,1654,2025-08-22,1.57,48.0,48.0,1
250629,1393,2025-09-26,5.89,12.0,12.0,1
218634,1393,2025-09-26,1.12,72.0,144.0,2
217242,364,2024-10-18,1.61,108.0,108.0,1
236307,1654,2025-07-14,1.28,96.0,96.0,1
215246,364,2024-10-18,0.64,144.0,144.0,1
246397,1654,2025-08-22,1.57,96.0,96.0,1
247232,364,2025-08-29,1.56,96.0,96.0,1
248177,364,2025-09-19,1.42,144.0,144.0,1
248183,364,2025-09-19,0.77,48.0,48.0,1
246207,1654,2025-08-22,4.8,200.0,200.0,1
217282,1393,2024-10-14,1.53,240.0,240.0,1
250670,1393,2025-09-26,1.19,72.0,72.0,1
248073,3659,2025-10-24,3.24,54.0,54.0,1
247351,364,2025-08-29,7.33,24.0,24.0,1
250355,1393,2025-09-26,0.96,240.0,240.0,1
206307,1654,2025-07-14,97.39,2.0,4.0,2
245682,364,2025-09-08,12.57,24.0,24.0,1
247054,364,2025-08-29,4.25,48.0,48.0,1
248003,3659,2025-10-24,3.24,120.0,120.0,1
247090,364,2025-08-29,1.72,96.0,96.0,1
257395,639,2025-12-18,157772.72727,4.0,4.0,1
217225,1393,2024-10-14,1.84,24.0,24.0,1
219687,364,2024-11-07,5.96,24.0,24.0,1
217539,364,2024-10-18,18.19,8.0,8.0,1
254533,1926,2025-11-24,2.29,96.0,96.0,1
246779,364,2025-09-08,7.67,16.0,16.0,1
250535,1393,2025-09-26,8.58,8.0,8.0,1
246252,1654,2025-08-22,1.42,48.0,48.0,1
254852,1926,2025-11-24,10.74,16.0,16.0,1
254660,1926,2025-11-24,0.49,144.0,144.0,1
247092,364,2025-08-29,4.78,48.0,48.0,1
248089,3659,2025-10-24,23.93,6.0,6.0,1
250579,1393,2025-09-26,10.06,24.0,24.0,1
217513,364,2024-10-18,64.76,2.0,2.0,1
217458,364,2024-10-18,11.51,12.0,12.0,1
218581,1393,2024-11-07,404.52,1.0,1.0,1
213764,3515,2024-08-07,11.69,12.0,12.0,1
250451,1393,2025-09-26,0.79,144.0,144.0,1
247307,364,2025-08-29,1.25,100.0,100.0,1
62923,370,2024-10-04,130763.63636,180.0,180.0,1
250449,1393,2025-09-26,0.81,144.0,144.0,1
247991,3659,2025-10-24,1.28,72.0,72.0,1
247056,364,2025-08-29,4.65,72.0,72.0,1
219685,364,2024-11-07,9.68,24.0,24.0,1
248234,364,2025-09-19,2.95,72.0,72.0,1
245947,364,2025-09-08,1.53,144.0,144.0,1
215768,364,2024-10-01,3.03,72.0,72.0,1
245950,364,2025-09-08,10.64,16.0,16.0,1
250360,1393,2025-09-26,0.86,288.0,288.0,1
253964,364,2025-11-24,4.15,12.0,12.0,1
247013,364,2025-08-29,4.21,72.0,72.0,1
247105,364,2025-08-29,1.85,48.0,48.0,1
250583,1393,2025-09-26,18.4,6.0,6.0,1
215553,364,2024-10-01,1.63,40.0,40.0,1
217097,1393,2024-10-14,73.04,12.0,12.0,1
246870,364,2025-09-08,2.7,48.0,48.0,1
217116,364,2024-10-18,2.36,84.0,84.0,1
246872,364,2025-09-08,1.12,144.0,144.0,1
250429,1393,2025-09-26,0.64,144.0,144.0,1
217259,1393,2024-10-14,1.33,36.0,36.0,1
247017,364,2025-08-29,3.42,96.0,96.0,1
250668,1393,2025-09-26,0.25,120.0,120.0,1
215049,364,2024-10-18,5.43,48.0,48.0,1
215247,364,2024-10-01,2.5,72.0,72.0,1
250562,1393,2025-09-26,8.2,9.0,9.0,1
254640,1926,2025-11-24,17.85,4.0,4.0,1
248319,364,2025-09-19,2.84,48.0,48.0,1
254124,1926,2025-11-24,1.18,192.0,192.0,1
254469,1926,2025-11-24,1.51,64.0,64.0,1
250371,1393,2025-09-26,0.55,288.0,288.0,1
250397,1393,2025-09-26,1.13,240.0,240.0,1
247331,364,2025-08-29,3.08,18.0,18.0,1
118583,1040,2026-04-20,59090.90909,6.0,623.0,62
191346,941,2025-11-11,7272.72727,12.0,12.0,1
217249,1393,2024-10-14,1.1,240.0,240.0,1
247467,364,2025-08-29,10.78,24.0,24.0,1
215182,364,2024-10-01,50.62,8.0,8.0,1
217169,1393,2024-10-14,0.74,288.0,288.0,1
247068,364,2025-08-29,3.57,64.0,64.0,1
246211,1654,2025-08-22,0.99,192.0,192.0,1
222394,941,2025-11-11,6363.63636,12.0,30.0,2
257094,3712,2025-12-06,101818.18182,35.0,35.0,1
219850,3659,2024-10-22,5.44,12.0,12.0,1
161358,364,2025-09-08,9.61,18.0,18.0,1
248058,3659,2025-10-24,1.38,240.0,240.0,1
219690,364,2024-11-07,6.41,24.0,24.0,1
219859,364,2024-11-07,2.03,72.0,72.0,1
246735,364,2025-09-08,0.91,96.0,96.0,1
217366,364,2024-10-18,1.51,36.0,36.0,1
219888,364,2024-11-07,3.45,48.0,48.0,1
248170,364,2025-09-19,1.53,144.0,144.0,1
221248,1074,2024-12-11,3409.09091,60.0,120.0,2
215866,364,2024-10-01,6.12,12.0,12.0,1
250414,1393,2025-09-26,0.72,144.0,144.0,1
247053,364,2025-08-29,4.07,48.0,48.0,1
254257,3659,2025-10-22,0.1496,300.0,300.0,1
215510,364,2024-10-18,4.86,48.0,48.0,1
217184,1393,2024-10-14,0.81,288.0,288.0,1
217276,1393,2024-10-14,4.03,12.0,12.0,1
247196,364,2025-08-29,0.7,240.0,240.0,1
254719,975,2025-10-28,1745.45455,2.0,2.0,1
219812,364,2024-11-07,1.46,96.0,96.0,1
217109,364,2024-10-18,2.92,72.0,72.0,1
248388,364,2025-09-19,1.01,240.0,240.0,1
246432,1654,2025-08-22,7.84,24.0,24.0,1
218567,1393,2024-11-07,1.66,144.0,144.0,1
222645,2502,2024-11-15,138909.09091,7.0,7.0,1
218655,364,2024-11-07,4.1,18.0,18.0,1
248119,3659,2025-10-30,1.04,72.0,72.0,1
166450,2798,2025-10-28,11454.54545,3.0,30.0,3
250643,1393,2025-09-26,1.48,40.0,40.0,1
79824,1362,2025-12-17,276363.63636,2.0,2.0,1
215411,364,2024-10-18,3.23,96.0,96.0,1
215564,364,2024-10-01,17.73,3.0,3.0,1
248303,364,2025-09-19,1.53,120.0,120.0,1
219862,364,2025-09-08,4.46,12.0,24.0,2
222652,2502,2024-12-13,79272.72727,7.0,39.0,3
250431,1393,2025-09-26,0.81,144.0,144.0,1
248318,364,2025-09-19,23.51,6.0,6.0,1
246805,364,2025-09-08,4.49,12.0,12.0,1
250398,1393,2025-09-26,0.96,240.0,240.0,1
224306,3604,2024-12-06,5.85,6.0,6.0,1
248036,3659,2025-10-24,12.72,48.0,48.0,1
206076,1654,2025-07-14,0.72,48.0,72.0,2
245977,364,2025-09-08,24.8,8.0,8.0,1
224347,2613,2024-12-09,4772.72727,360.0,560.0,2
248016,3659,2025-10-24,1.22,192.0,192.0,1
217136,1393,2024-10-14,6.69,24.0,24.0,1
246877,364,2025-09-08,4.4,24.0,24.0,1
247010,364,2025-08-29,4.11,72.0,72.0,1
215276,364,2024-10-01,4.04,36.0,36.0,1
245984,364,2025-09-08,7.62,12.0,12.0,1
250538,1393,2025-09-26,9.29,6.0,6.0,1
247264,364,2025-08-29,2.03,72.0,72.0,1
215003,364,2024-11-07,4.92,12.0,12.0,1
256629,2941,2025-12-17,56636.36364,8.0,8.0,1
215894,364,2024-10-18,0.95,192.0,192.0,1
247012,364,2025-08-29,3.32,48.0,48.0,1
246295,1654,2025-08-22,0.46,100.0,100.0,1
217102,364,2024-10-18,1.97,144.0,144.0,1
194675,3418,2024-04-16,54727.27273,12.0,18.0,2
136785,1926,2024-09-17,4.05,60.0,60.0,1
218604,1393,2024-11-07,1.15,240.0,240.0,1
247164,364,2025-08-29,1.82,120.0,120.0,1
160395,364,2024-10-18,4.16,48.0,48.0,1
217122,1393,2024-10-14,92.68,24.0,24.0,1
215912,364,2024-10-01,6.03,30.0,30.0,1
250641,1393,2025-09-26,0.73,144.0,144.0,1
248279,364,2025-09-19,8.55,24.0,24.0,1
254266,3659,2025-10-22,0.238,300.0,300.0,1
254287,3659,2025-10-22,6.09,30.0,30.0,1
246510,1654,2025-08-22,0.8,50.0,50.0,1
191343,941,2025-11-11,10909.09091,24.0,48.0,2
254695,1926,2025-11-24,1.23,240.0,240.0,1
254713,1926,2025-11-24,1.04,360.0,360.0,1
219858,364,2024-11-07,5.26,24.0,24.0,1
247550,3960,2025-09-22,3.6,96.0,96.0,1
256051,2502,2025-11-21,99636.36364,2.0,2.0,1
217268,1393,2024-10-14,2.96,48.0,48.0,1
217514,364,2024-10-18,2.9,120.0,120.0,1
219861,364,2024-11-07,3.18,48.0,48.0,1
254871,1926,2025-11-24,7.55,48.0,48.0,1
254280,3659,2025-10-22,2.66,40.0,40.0,1
220919,1074,2024-10-29,13636.36364,35.0,81.0,2
215221,364,2024-10-01,2.31,96.0,96.0,1
213737,3515,2024-08-07,4.78,96.0,96.0,1
251624,3069,2025-11-21,15040.0,10.0,19.0,3
254670,1926,2025-11-24,2.7,24.0,24.0,1
254685,1926,2025-11-24,1.65,96.0,96.0,1
215547,364,2024-10-01,1.45,40.0,40.0,1
248317,364,2025-09-19,6.6,48.0,48.0,1
247141,364,2025-08-29,8.98,16.0,16.0,1
257097,3712,2025-12-06,41363.63636,20.0,20.0,1
247202,364,2025-08-29,1.25,144.0,144.0,1
248121,3659,2025-10-30,3.0,60.0,60.0,1
253990,364,2025-11-24,4.92,12.0,12.0,1
213744,3515,2024-08-07,4.79,48.0,48.0,1
245916,364,2025-09-08,1.56,96.0,96.0,1
215289,364,2024-10-01,7.89,24.0,24.0,1
248054,3659,2025-10-24,224.24,4.0,4.0,1
246053,364,2025-09-08,0.97,192.0,192.0,1
250291,1393,2025-09-26,2.19,48.0,48.0,1
248337,364,2025-09-19,7.72,12.0,12.0,1
246528,1654,2025-08-22,0.45,100.0,100.0,1
253971,364,2025-11-24,3.26,54.0,54.0,1
254449,1926,2025-11-24,1.98,120.0,120.0,1
140370,2728,2024-12-07,11818.18182,39.0,151.0,2
215743,364,2024-10-01,39.11,3.0,3.0,1
250459,1393,2025-09-26,1.43,144.0,144.0,1
248537,364,2025-09-19,7.41,24.0,24.0,1
250543,1393,2025-09-26,9.1,12.0,12.0,1
250585,1393,2025-09-26,10.36,12.0,12.0,1
218624,1393,2024-11-07,1.6,48.0,48.0,1
247240,364,2025-08-29,2.81,96.0,96.0,1
215901,364,2024-10-01,5.55,48.0,48.0,1
255002,4080,2025-12-12,34772.72727,30.0,51.0,2
255144,4077,2025-11-05,89090.90909,12.0,12.0,1
161642,364,2025-09-08,1.26,96.0,96.0,1
247379,364,2025-08-29,2.18,48.0,48.0,1
194672,364,2024-10-01,3.16,48.0,48.0,1
248387,364,2025-09-19,1.87,120.0,120.0,1
218605,1393,2024-11-07,2.22,84.0,84.0,1
224344,2613,2024-12-09,2727.27273,20.0,30.0,2
256014,129,2025-12-03,54545.45455,6.0,10.0,2
250593,1393,2025-09-26,13.08,16.0,16.0,1
247428,364,2025-08-29,1.23,72.0,72.0,1
254290,3659,2025-10-22,2.33,40.0,40.0,1
217261,364,2024-10-18,1.17,144.0,144.0,1
222746,1362,2025-11-07,205454.54545,2.0,6.0,2
250626,1393,2025-09-26,0.6,360.0,360.0,1
253973,364,2025-11-24,7.09,20.0,20.0,1
223411,4243,2026-03-11,350000.0,1.0,1.0,1
246333,1654,2025-08-22,1.52,24.0,24.0,1
217232,364,2024-10-18,0.78,240.0,240.0,1
246231,1654,2025-08-22,17.28,8.0,8.0,1
247405,364,2025-08-29,0.78,240.0,240.0,1
189929,3102,2024-11-11,2872.72727,50.0,50.0,1
247294,364,2025-08-29,2.55,72.0,72.0,1
219813,364,2024-11-07,4.67,24.0,24.0,1
215556,364,2024-11-07,9.24,12.0,12.0,1
222348,3102,2024-11-11,2036.36364,50.0,50.0,1
248049,3659,2025-10-24,1.61,72.0,72.0,1
254824,1926,2025-11-24,2.92,36.0,36.0,1
217045,1393,2024-10-14,0.71,240.0,240.0,1
250625,1393,2025-09-26,0.68,72.0,72.0,1
247994,3659,2025-10-24,1.54,240.0,240.0,1
215228,364,2024-10-01,5.4,48.0,48.0,1
250304,1393,2025-09-26,1.63,48.0,48.0,1
247388,364,2025-08-29,18.1,12.0,12.0,1
254531,1926,2025-11-24,1.73,96.0,96.0,1
217042,1393,2024-10-14,0.72,288.0,288.0,1
191985,116,2025-11-27,120272.72727,2.0,6.0,3
248043,3659,2025-10-24,19.17,12.0,12.0,1
246582,1654,2025-08-22,0.13,100.0,100.0,1
247427,364,2025-08-29,11.64,24.0,24.0,1
248023,3659,2025-10-24,3.39,45.0,45.0,1
257047,129,2025-12-03,54545.45455,3.0,3.0,1
254655,1926,2025-11-24,0.49,144.0,144.0,1
250660,1393,2025-09-26,8.48,8.0,8.0,1
256631,2941,2025-12-20,101818.18182,3.0,7.0,2
215397,364,2024-10-01,7.72,12.0,12.0,1
248086,3659,2025-10-24,3.23,36.0,36.0,1
215046,364,2024-10-18,6.65,48.0,48.0,1
222459,1040,2025-12-24,35454.54545,24.0,160.0,10
245965,364,2025-09-08,1.87,96.0,96.0,1
246771,364,2025-09-08,2.54,96.0,96.0,1
250334,1393,2025-09-26,1.41,288.0,288.0,1
248377,364,2025-09-19,1.66,120.0,120.0,1
206319,1654,2024-05-28,5.11,50.0,50.0,1
223283,3069,2024-12-20,18181.81818,20.0,80.0,3
217106,1393,2024-10-14,1.44,48.0,48.0,1
219700,364,2024-11-07,1.1,144.0,144.0,1
246284,1654,2025-08-22,1.2,50.0,50.0,1
219586,364,2024-11-07,1.85,96.0,96.0,1
215198,364,2024-11-07,2.35,24.0,24.0,1
236304,1654,2025-07-14,3.68,24.0,24.0,1
246213,1654,2025-08-22,0.99,192.0,192.0,1
247460,364,2025-08-29,8.85,32.0,32.0,1
135230,364,2025-08-29,41.44,8.0,20.0,2
215251,364,2024-10-01,3.29,144.0,144.0,1
247462,364,2025-08-29,13.55,12.0,12.0,1
217316,364,2024-10-18,5.12,24.0,24.0,1
247977,3659,2025-10-24,1.46,72.0,72.0,1
217176,1393,2024-10-14,1.46,48.0,48.0,1
215526,364,2024-11-07,0.48,360.0,360.0,1
248385,364,2025-09-19,12.0,6.0,6.0,1
257545,2127,2025-12-17,100454.54545,5.0,5.0,1
215537,364,2025-08-29,7.53,24.0,48.0,2
255131,2663,2025-11-24,99272.72727,6.0,6.0,1
245922,364,2025-09-08,1.44,96.0,96.0,1
215754,364,2024-10-01,18.0,6.0,6.0,1
250461,1393,2025-09-26,1.2,144.0,144.0,1
214655,364,2024-10-18,118.07,4.0,4.0,1
248107,3659,2025-10-30,3.24,60.0,60.0,1
160323,364,2025-08-29,3.02,72.0,72.0,1
213867,3606,2024-08-07,3.82,24.0,24.0,1
215749,364,2024-10-01,7.23,16.0,16.0,1
217155,1393,2024-10-14,3.05,96.0,96.0,1
246750,364,2025-09-08,0.98,144.0,144.0,1
246269,1654,2025-08-22,0.39,100.0,100.0,1
254774,1926,2025-11-24,5.22,24.0,24.0,1
215888,364,2024-11-07,19.83,6.0,8.0,2
215773,364,2025-08-29,2.21,48.0,192.0,2
206249,1654,2025-07-14,146.09,7.0,9.0,2
215467,364,2024-10-01,2.84,24.0,24.0,1
248335,364,2025-09-19,3.21,72.0,72.0,1
247225,364,2025-08-29,3.88,24.0,24.0,1
245730,364,2025-09-08,3.16,96.0,96.0,1
247510,3960,2025-09-22,16.38,24.0,24.0,1
247345,364,2025-08-29,0.44,288.0,288.0,1
215516,364,2024-10-18,5.54,48.0,48.0,1
194150,941,2025-11-11,13636.36364,12.0,12.0,1
219869,3659,2024-10-22,1.23,24.0,24.0,1
247329,364,2025-08-29,1.75,96.0,96.0,1
219578,364,2024-11-07,1.85,96.0,96.0,1
187843,364,2025-09-08,4.01,48.0,48.0,1
215498,364,2024-10-18,1.16,96.0,96.0,1
248322,364,2025-09-19,21.34,6.0,6.0,1
248353,364,2025-09-19,2.96,60.0,60.0,1
215836,364,2024-10-01,1.82,240.0,240.0,1
217427,364,2024-10-18,14.04,6.0,6.0,1
248486,364,2025-09-19,0.9,192.0,192.0,1
257098,3712,2025-12-06,41363.63636,20.0,20.0,1
246773,364,2025-09-08,10.7,24.0,24.0,1
219619,3655,2024-11-27,80.19,2.0,2.0,1
246334,1654,2025-08-22,1.52,24.0,24.0,1
247401,364,2025-08-29,2.53,72.0,72.0,1
219856,364,2024-11-07,4.95,12.0,12.0,1
247522,3960,2025-09-22,14.93,24.0,24.0,1
248373,364,2025-09-19,3.02,64.0,64.0,1
246206,1654,2025-08-22,3.68,396.0,396.0,1
215898,364,2024-10-01,5.54,24.0,24.0,1
246078,364,2025-09-08,20.77,12.0,12.0,1
215514,364,2024-10-18,5.09,48.0,48.0,1
248363,364,2025-09-19,8.46,12.0,12.0,1
246281,1654,2025-08-22,2.96,50.0,50.0,1
246526,1654,2025-08-22,0.45,100.0,100.0,1
217171,1393,2025-09-26,2.02,24.0,72.0,2
222348,3525,2024-12-16,1636.36364,150.0,150.0,1
247364,364,2025-08-29,0.79,216.0,216.0,1
217267,364,2024-10-18,2.31,72.0,72.0,1
218615,1393,2024-11-07,2.56,20.0,20.0,1
215876,364,2024-10-18,5.2,24.0,24.0,1
215577,364,2024-10-18,1.8,48.0,48.0,1
247999,3659,2025-10-24,7.21,16.0,16.0,1
246881,364,2025-09-08,2.05,48.0,48.0,1
218618,1393,2024-11-07,1.41,48.0,48.0,1
217440,364,2024-10-18,8.38,16.0,16.0,1
248161,3659,2025-10-30,8.51,24.0,24.0,1
257046,129,2025-12-03,36363.63636,1.0,1.0,1
250404,1393,2025-09-26,0.99,240.0,240.0,1
250734,3515,2025-11-28,2.11,96.0,96.0,1
251625,3069,2025-11-21,7240.0,10.0,19.0,3
250283,1393,2025-09-26,7.17,18.0,18.0,1
246254,1654,2025-08-22,1.42,48.0,48.0,1
246417,1654,2025-08-22,0.9,96.0,96.0,1
247262,364,2025-08-29,2.13,144.0,144.0,1
247553,3960,2025-09-22,6.24,60.0,60.0,1
247048,364,2025-08-29,5.76,32.0,32.0,1
247192,364,2025-08-29,0.9,216.0,216.0,1
248336,364,2025-09-19,18.1,6.0,6.0,1
217220,1393,2024-10-14,14.87,36.0,36.0,1
248316,364,2025-09-19,1.71,144.0,144.0,1
248249,364,2025-09-19,2.04,96.0,96.0,1
247319,364,2025-08-29,2.65,72.0,72.0,1
79016,1362,2025-10-27,741818.18182,1.0,1.0,1
217360,364,2024-10-18,7.6,12.0,12.0,1
247997,3659,2025-10-24,8.54,72.0,72.0,1
194047,2941,2025-12-17,25454.54545,6.0,30.0,3
217263,1393,2024-10-14,2.94,48.0,48.0,1
218644,364,2024-11-07,3.45,24.0,24.0,1
215404,364,2024-10-18,24.64,12.0,12.0,1
250385,1393,2025-09-26,1.11,240.0,240.0,1
247445,364,2025-08-29,14.89,18.0,18.0,1
256017,129,2025-11-18,31818.18182,2.0,2.0,1
246578,1654,2025-08-22,0.1,100.0,100.0,1
248329,364,2025-09-19,6.63,32.0,32.0,1
136786,1926,2024-09-17,5.4,42.0,42.0,1
248325,364,2025-09-19,13.59,12.0,12.0,1
217422,364,2024-10-18,2.88,32.0,32.0,1
247120,364,2025-08-29,1.31,48.0,48.0,1
257360,639,2025-12-23,57909.09091,6.0,18.0,3
250635,1393,2025-09-26,1.15,72.0,72.0,1
250669,1393,2025-09-26,3.1,24.0,24.0,1
254064,1926,2025-11-24,1.65,72.0,72.0,1
250631,1393,2025-09-26,30.16,4.0,4.0,1
248345,364,2025-09-19,3.71,48.0,48.0,1
217420,364,2024-10-18,4.02,24.0,24.0,1
206066,1654,2024-05-28,3.67,48.0,48.0,1
236313,1654,2025-07-14,0.39,90.0,90.0,1
217312,364,2024-10-18,2.37,144.0,144.0,1
248171,364,2025-09-19,3.88,60.0,60.0,1
247297,364,2025-08-29,0.81,240.0,240.0,1
245925,364,2025-09-08,0.91,240.0,240.0,1
248116,3659,2025-10-30,2.69,72.0,72.0,1
247263,364,2025-08-29,2.37,36.0,36.0,1
184076,1040,2026-01-26,47272.72727,8.0,44.0,7
217119,1393,2024-10-14,7.02,12.0,12.0,1
217899,1362,2024-09-04,181818.18182,1.0,1.0,1
248496,364,2025-09-19,1.03,192.0,192.0,1
254832,1926,2025-11-24,31.36,6.0,6.0,1
236308,1654,2025-07-14,1.28,48.0,48.0,1
246883,364,2025-09-08,17.71,6.0,6.0,1
250288,1393,2025-09-26,2.35,48.0,48.0,1
247542,3960,2025-09-22,78.95,20.0,20.0,1
222347,3102,2024-11-11,1054.54545,50.0,50.0,1
247055,364,2025-08-29,4.25,72.0,72.0,1
215904,364,2024-10-01,32.22,2.0,2.0,1
191592,1926,2025-11-24,1.81,36.0,36.0,1
254878,1926,2025-11-24,0.86,72.0,72.0,1
248069,3659,2025-10-24,16.94,100.0,100.0,1
250315,1393,2025-09-26,2.19,24.0,24.0,1
223439,2613,2024-12-09,4090.90909,22.0,32.0,2
224471,2613,2024-12-09,19772.72727,30.0,30.0,1
248113,3659,2025-10-30,1.56,72.0,72.0,1
215854,364,2024-10-01,2.08,216.0,216.0,1
250770,3515,2025-11-28,2.03,24.0,24.0,1
250554,1393,2025-09-26,11.22,24.0,24.0,1
245806,364,2025-09-08,1.21,96.0,96.0,1
246758,364,2025-09-08,1.93,72.0,72.0,1
255004,4080,2025-11-04,34772.72727,21.0,21.0,1
247310,364,2025-08-29,3.46,36.0,36.0,1
248063,3659,2025-10-24,1.24,240.0,240.0,1
246860,364,2025-09-08,5.29,24.0,24.0,1
250340,1393,2025-09-26,0.72,240.0,240.0,1
248397,364,2025-09-19,8.11,32.0,32.0,1
247024,364,2025-08-29,3.23,108.0,108.0,1
258248,639,2025-12-23,70909.09091,8.0,16.0,2
246512,1654,2025-08-22,0.88,50.0,50.0,1
217067,1393,2024-10-14,2.46,144.0,144.0,1
248154,3659,2025-10-30,40.82,6.0,6.0,1
254637,2127,2025-12-03,141818.18182,2.0,7.0,2
247073,364,2025-08-29,5.84,54.0,54.0,1
254291,3659,2025-10-22,1.56,200.0,200.0,1
191400,1362,2025-10-14,200000.0,2.0,11.0,6
215385,364,2024-10-18,4.84,36.0,36.0,1
246287,1654,2025-08-22,0.67,100.0,100.0,1
248017,3659,2025-10-24,2.47,144.0,144.0,1
247448,364,2025-08-29,7.51,24.0,24.0,1
217049,1393,2024-10-14,11.39,12.0,12.0,1
217247,1393,2024-10-14,0.83,144.0,144.0,1
250759,3515,2025-11-28,1.76,48.0,48.0,1
246233,1654,2025-08-22,1.09,48.0,48.0,1
245924,364,2025-09-08,1.88,120.0,120.0,1
170642,1227,2024-11-14,21283.63636,300.0,300.0,1
215295,364,2024-10-01,1.85,96.0,96.0,1
217108,364,2024-10-18,2.02,72.0,72.0,1
248281,364,2025-09-19,13.73,10.0,10.0,1
256433,147,2025-12-01,34409.09091,10.0,10.0,1
257376,1074,2025-12-06,4431.81818,83.0,83.0,1
247403,364,2025-08-29,1.11,72.0,72.0,1
254281,3659,2025-10-22,2.01,20.0,20.0,1
248241,364,2025-09-19,0.94,240.0,240.0,1
257400,639,2025-12-23,42545.45455,6.0,6.0,1
247298,364,2025-08-29,6.65,24.0,24.0,1
247457,364,2025-08-29,10.85,12.0,12.0,1
246493,1654,2025-08-22,1.2,100.0,100.0,1
254679,1926,2025-11-24,3.8,36.0,36.0,1
219868,3659,2024-10-22,1.23,12.0,12.0,1
215382,364,2024-10-18,4.84,36.0,36.0,1
217283,364,2024-10-18,0.64,288.0,288.0,1
217236,1393,2024-10-14,1.55,240.0,240.0,1
116214,77,2025-11-19,7909.09091,72.0,72.0,1
215767,364,2024-10-01,2.35,48.0,48.0,1
253983,364,2025-11-24,2.4,120.0,120.0,1
222584,1926,2025-11-24,1.15,200.0,200.0,1
193913,3069,2024-11-07,30000.0,6.0,6.0,1
253981,364,2025-11-24,133.9,1.0,1.0,1
213720,3515,2024-08-07,4.17,72.0,72.0,1
254708,1926,2025-11-24,0.9,240.0,240.0,1
225018,1362,2024-12-12,40000.0,10.0,10.0,1
190694,1926,2024-09-17,2.7,32.0,32.0,1
218575,1393,2024-11-07,6.29,12.0,12.0,1
250412,1393,2025-09-26,1.97,72.0,72.0,1
256010,4110,2025-12-01,59090.90909,4.0,4.0,1
218616,1393,2024-11-07,0.63,72.0,72.0,1
247361,364,2025-08-29,7.15,24.0,24.0,1
222677,941,2024-11-15,10909.09091,11.0,11.0,1
219814,3659,2024-10-22,6.2,12.0,12.0,1
248469,364,2025-09-19,6.92,16.0,16.0,1
215465,364,2025-09-08,5.2,30.0,45.0,2
218654,364,2024-11-07,4.69,32.0,32.0,1
206075,1654,2025-07-14,0.83,48.0,72.0,2
254077,1926,2025-11-24,8.41,16.0,16.0,1
191362,941,2024-11-15,10909.09091,18.0,42.0,2
250553,1393,2025-09-26,2.98,48.0,48.0,1
217101,364,2024-10-18,2.55,72.0,72.0,1
245740,364,2025-09-08,8.05,24.0,24.0,1
221386,1362,2025-11-12,14545.45455,20.0,52.0,3
215565,364,2024-10-01,13.0,6.0,6.0,1
250480,1393,2025-09-26,1.62,72.0,72.0,1
246863,364,2025-09-08,7.15,12.0,12.0,1
217121,1393,2024-10-14,3.95,12.0,12.0,1
246214,1654,2025-08-22,1.04,200.0,200.0,1
256025,2974,2025-11-26,40909.09091,6.0,6.0,1
194683,3418,2024-12-12,60454.54545,17.0,65.0,4
215554,364,2024-11-07,9.32,12.0,12.0,1
247184,364,2025-08-29,2.81,24.0,24.0,1
246056,364,2025-09-08,0.97,192.0,192.0,1
250393,1393,2025-09-26,1.02,192.0,192.0,1
247258,364,2025-08-29,2.37,72.0,72.0,1
217525,364,2024-10-18,1.25,144.0,144.0,1
246234,1654,2025-08-22,1.09,48.0,48.0,1
246495,1654,2025-08-22,1.12,50.0,50.0,1
254809,1926,2025-11-24,51.42,2.0,2.0,1
247381,364,2025-08-29,2.84,48.0,48.0,1
250572,1393,2025-09-26,23.03,12.0,12.0,1
250742,3515,2025-11-28,4.91,12.0,12.0,1
250637,1393,2025-09-26,9.91,10.0,10.0,1
118348,1362,2025-08-25,72727.27273,4.0,4.0,1
250645,1393,2025-09-26,1.93,200.0,200.0,1
254286,3659,2025-10-22,6.09,30.0,30.0,1
206368,1654,2025-07-14,1.79,24.0,48.0,2
215185,364,2024-10-01,16.32,24.0,24.0,1
217430,364,2024-10-18,8.8,12.0,12.0,1
253989,364,2025-11-24,5.14,48.0,48.0,1
219857,3659,2024-10-22,3.82,6.0,6.0,1
62953,370,2025-10-10,48654.54545,800.0,1600.0,2
248326,364,2025-09-19,12.08,12.0,12.0,1
248539,364,2025-09-19,13.14,12.0,12.0,1
254831,1926,2025-11-24,18.75,12.0,12.0,1
250294,1393,2025-09-26,4.3,24.0,24.0,1
248012,3659,2025-10-24,2.56,144.0,144.0,1
250430,1393,2025-09-26,0.59,144.0,144.0,1
248464,364,2025-09-19,13.12,12.0,12.0,1
247314,364,2025-08-29,0.42,480.0,480.0,1
215455,364,2024-10-18,1.29,120.0,120.0,1
253966,364,2025-11-24,1.05,120.0,120.0,1
254663,1926,2025-11-24,0.49,144.0,144.0,1
247220,364,2025-08-29,0.5,386.0,386.0,1
190690,1926,2024-09-17,1.35,32.0,32.0,1
