sku,codigo_barras,nombre,nombre_corto,unidad,pais_origen,precio_costo,fecha_ultima_compra,fecha_ultima_actualizacion,fecha_alta,categoria_id,cantidad_stock,perecedero
219813,219813,201-0500081 PLACA D/PARED,PLACA D/PARED 201-05,Unid,Panamá,42951.0,,,2024-09-26 10:02:08.870,6257,0.0,false
218617,218617,831-239-2467CH ESFERA DISPLAY 6,ESFERA DISPLAY 6,Unid,Panamá,31452.0,,,2024-09-13 13:56:05.103,6253,0.0,false
245995,245995,SANTA DECOR REGALO PARADO 25X12X79CM 150-8101137,SANTA DECOR 25X12X79,Unid,Panamá,128245.0,,,2025-08-21 16:37:18.323,6286,0.0,false
250370,250370,PONSETIA 31X30CM 8P ROJO 831-AMX001- 24214A,Poinsettia Roja 8P,Unid,China,9308.0,,,2025-09-24 10:46:08.170,7373,43.0,false
217219,217219,831-XMSM224-2405 TREN CON LUZ-MUSICA,TREN CON LUZ-MUSICA,Unid,Panamá,149692.0,,,2024-08-26 10:19:15.517,6284,1.0,false
247240,247240,RAMA DECOR 140-2501541,RAMA DECOR 140-25015,Unid,Panamá,23583.0,,,2025-08-28 13:44:05.697,7370,0.0,false
246736,246736,VINCHA D/NAVIDAD 16.50X13.50CM 201-0300719,VINCHA D/NAVIDAD,Unid,Panamá,13414.0,,,2025-08-26 16:06:03.797,6281,0.0,false
246067,246067,RAMA FRUTOS DECOR 6X30X52CM 200-3000376,Rama Frutos,Unid,Panamá,28011.0,,,2025-08-22 11:37:16.523,7370,0.0,false
247033,247033,JG BOLAS 50PZ 7X7X7CM 130-2502119,JG BOLAS 50PZ 7X7X7C,Unid,Panamá,140910.0,,,2025-08-28 10:52:11.920,6253,0.0,false
255129,255129,LATA PAPA NOEL C/ BOMBONES+GALLETITAS OP2,LATA PAPA NOEL C/ BO,Unid,Paraguay,53454.546,,,2025-11-03 11:18:15.557,7361,0.0,true
206307,206307,"CASCANUECES 1,5MTS JSR-JAN-357","CASCANUECES 1,5MTS",Unid,China,1002908.0,,,2024-04-11 14:36:10.710,7340,0.0,false
162196,162196,ARBOL C/ BASE 240CM NB24190-150,ARBOL C/ BASE 240CM,Unid,Panamá,772859.0,,,2022-09-23 09:33:32.300,6260,0.0,false
187780,187780,PORTAPLATO 180-0700442,PORTAPLATO 180-07004,Unid,Panamá,18328.0,,,2023-08-14 11:52:21.927,6265,0.0,false
256669,256669,CONO DE ARBOL NAVIDEÑO C/ LUZ LED MD SZ2537-36,CONO DE ARBOL NAVIDE,Unid,Panamá,50634.0625,,,2025-11-29 08:42:01.197,6257,0.0,false
255000,255000,CAJA 20X29X8 CASITA,CAJA 20X29X8 CASITA,Unid,Paraguay,34772.7275,,,2025-10-31 13:37:23.510,6280,0.0,false
163362,163362,CAJA D/REGALO NB2219-1766,CAJA D/REGALO NB2219,Unid,Panamá,7137.0,,,2022-09-30 15:56:12.433,6273,3.0,false
191763,191763,FLOR NAVIDEÑO  QD2339-77,FLOR NAVIDEÑO  QD233,Unid,Panamá,22826.0,,,2023-10-20 13:13:00.907,7373,0.0,false
186609,186609,BOLAS C/LUZ 130-2501286,Esferas Iluminadas,Unid,Panamá,9987.0,,,2023-08-03 13:58:19.017,6253,1.0,false
247462,247462,CONO DECOR 15X15X44.50CM 202-2600042,CONO DECOR 15X15X44.,Unid,Panamá,113718.0,,,2025-08-28 16:20:19.887,6257,0.0,false
256026,256026,Delantal navideño FI,Delantal navideño FI,Unid,Paraguay,40909.09,,,2025-11-19 09:12:44.303,6261,0.0,false
215239,215239,ADORNO COLGANTE 130-5001938,Adorno Colgante,Unid,Panamá,21439.0,,,2024-07-22 16:07:20.130,6253,49.0,false
247063,247063,PORTAVELA 13.5CM 180-3200105,Portavela Árbol Rojo,Unid,Panamá,18548.0,,,2025-08-28 11:36:28.707,7335,0.0,false
254481,254481,BOLA NAVIDEÑA 20CM BLANCO C/PULPURINA NB2515-843,BOLA NAVIDEÑA 20CM B,Unid,Panamá,34808.0,,,2025-10-23 11:57:48.650,6253,2.0,false
247346,247346,ANILLO P/SERVILLETA 14CM 140-0300148,ANILLO P/SERVILLETA,Unid,Panamá,4616.0,,,2025-08-28 14:34:43.613,6319,0.0,false
215336,215336,JG BOLAS 130-2501933,BOLAS 130-2501933,Unid,Panamá,44578.0,,,2024-07-23 09:52:32.797,6253,0.0,false
215015,215015,BOLA DECOR 121-0100005,BOLA 121-0100005,Unid,Panamá,106179.0,,,2024-07-19 08:51:01.777,6253,10.0,false
191709,191709,CINTA NB2336-468,CINTA NB2336-468,Unid,Panamá,17638.0,,,2023-10-19 16:10:31.053,6278,0.0,false
162361,162361,FLOR DECOR 140-2500559,FLOR DECOR 140-25005,Unid,Panamá,7823.0,,,2022-09-26 08:42:41.150,7373,3.0,false
224473,224473,FLOR NAVIDEÑA ROJA LY21-301,FLOR NAVIDEÑA ROJA,Unid,Paraguay,4772.7272,,,2024-12-09 14:29:48.930,7373,0.0,false
247138,247138,FALDA P/ARBOL 202-1100012,Falda Árbol Elegante,Unid,Panamá,67059.0,,,2025-08-28 12:17:43.490,6256,0.0,false
191711,191711,CINTA NB2336-478,CINTA NB2336-478,Unid,Panamá,13748.0,,,2023-10-19 16:17:43.843,6278,9.0,false
254704,254704,PICK NAVIDEÑO QD2540-1473,PICK NAVIDEÑO QD2540,Unid,Panamá,11747.0,,,2025-10-24 16:13:10.977,7373,32.0,false
246272,246272,BANDERIN NAVIDEÑA DE 3 M JSR-DEC-24-328,Banderín Navideño 3m,Unid,China,3627.0,,,2025-08-22 21:10:00.467,6257,58.0,false
248163,248163,PORTA VELA PIÑA GRANATE 21CM 1001854,PORTA VELA PIÑA GRAN,Unid,Brasil,95551.0,,,2025-09-09 12:01:21.717,7335,1.0,false
255130,255130,PAPA NOEL C/ GALLETITAS SURTIDAS OP3,PAPA NOEL C/ GALLETI,Unid,Paraguay,84000.0,,,2025-11-03 11:19:16.117,7361,0.0,true
187763,187763,INDIVIDUAL 170-2400121,INDIVIDUAL 170-24001,Unid,Panamá,18073.0,,,2023-08-14 11:14:29.313,6291,0.0,false
246750,246750,JG ADORNO NAVIDEÑO 4PZ 20CM 201-0300731,Adornos Caramelo 4Pz,Unid,Panamá,8268.0,,,2025-08-26 16:13:42.473,6280,0.0,false
191280,191280,FLOR NAVIDEÑO 140-5200460,FLOR NAVIDEÑO 140-52,Unid,Panamá,0.0,,,2023-10-13 10:48:14.070,7373,1.0,false
245956,245956,VENADO DECOR OSCURO 35X18X68CM 150-6000082,VENADO DECOR 35X18X6,Unid,Panamá,98291.0,,,2025-08-21 13:59:26.390,6286,0.0,false
247216,247216,ADORNO COLGANTE 4.5X4.5X11CM 130-2502256,Adorno Colgante,Unid,Panamá,2601.0,,,2025-08-28 13:36:30.647,7333,103.0,false
186628,186628,ADORNO P/COLGAR 130-4200513,ADORNO P/COLGAR 130-,Unid,Panamá,4765.0,,,2023-08-03 15:42:12.650,6256,2.0,false
256124,256124,BOLA NARANJA/BEIGE C/ DORADO 10CM 4 PC 1072683,BOLA NARANJA/BEIGE C,Unid,Brasil,0.0,,,2025-11-19 12:05:20.917,6253,3.0,false
217045,217045,831-AMX006-2419A MAGNOLIA 20CM ROJA,MAGNOLIA 20CM ROJA,Unid,Panamá,7240.0,,,2024-08-23 11:15:02.853,7373,0.0,false
254664,254664,SET SERVILLETA NAVIDEÑA NB2519-7658,SET SERVILLETA NAVID,Unid,Panamá,4264.0,,,2025-10-24 13:42:53.000,6296,98.0,false
217502,217502,CASA C/LUZ A/BAT 200-9800224,CASA C/LUZ A/BAT 200,Unid,Panamá,47460.0,,,2024-08-28 11:05:17.253,6257,0.0,false
219570,219570,130-9502627 JG BOLA DECOR,130-9502627 JG BOLA,Unid,Panamá,29429.0,,,2024-09-23 15:43:19.813,6253,0.0,false
246290,246290,DECORACIÓN NAVIDEÑA 17 X 8 CM JSR-APR-6500,Campana Festiva,Unid,China,10294.0,,,2025-08-22 21:45:33.047,6257,1.0,false
247222,247222,RAMA DECOR 140-0300064,Rama Decorativa,Unid,Panamá,15778.0,,,2025-08-28 13:38:32.413,7370,2.0,false
191216,191216,JGO DE PESEBRE 30851,JGO DE PESEBRE 30851,Unid,Paraguay,220654.5458,,,2023-10-12 14:06:50.067,6288,0.0,false
187679,187679,JGO NACIMIENTO 100-4900479,JGO NACIMIENTO 100-4,Unid,Panamá,615617.0,,,2023-08-12 11:34:47.993,6288,0.0,false
217348,217348,CAMINO D/MESA 170-2400166,CAMINO D/MESA 170-24,Unid,Panamá,44309.0,,,2024-08-27 10:59:21.680,6290,0.0,false
254733,254733,ARBOL C/ LUZ MD 200-2100939,ARBOL C/ LUZ MD,Unid,Panamá,47033.4375,,,2025-10-27 14:06:14.360,6259,0.0,false
245730,245730,BOLA DECOR 15X9X9CM 130-0400007,Bola Decorativa 15cm,Unid,Panamá,26660.0,,,2025-08-19 16:09:47.963,6253,26.0,false
250593,250593,FALDA D-ARBOL 124CM  831-XMTX254- 255412,FALDA D-ARBOL 124CM,Unid,China,112743.0,,,2025-09-24 13:50:49.707,6256,0.0,false
250282,250282,JGO 12 ESFERAS 8CM BRILL 831-XB022-25B1,Set 12 Esferas 8cm,Unid,China,33961.0,,,2025-09-24 09:45:24.843,6253,0.0,false
217271,217271,831-XB023-24B JGO 12 ESFERAS TUBO,JGO 12 ESFERAS TUBO,Unid,Panamá,29978.0,,,2024-08-26 15:20:40.193,6253,0.0,false
254545,254545,TAZA NAVIDEÑA NB2519-6889,TAZA NAVIDEÑA NB2519,Unid,Panamá,27672.0,,,2025-10-23 16:05:09.673,6266,0.0,false
194410,194410,200-72000528 RUEDA NAVIDAD C/LUZ,RUEDA NAVIDAD,Unid,Panamá,607278.0,,,2023-11-24 13:55:07.363,6257,0.0,false
162745,162745,RAMO DECOR 200-3200046,RAMO DECOR 200-32000,Unid,Panamá,26360.0,,,2022-09-29 08:33:22.707,7373,1.0,false
247387,247387,VELA 8.50X8.50X10CM 200-9500035,Vela Elegante 8.5cm,Unid,Panamá,45069.0,,,2025-08-28 15:12:53.110,6298,7.0,false
254801,254801,ESTRELLA TOPE DE ARBOL CON PURPURINA SZ2550-101,ESTRELLA TOPE DE ARB,Unid,Panamá,32196.0,,,2025-10-28 11:00:23.173,6256,0.0,false
215916,215916,GUIRNALDA 201-840053,GUIRNALDA 201-840053,Unid,Panamá,59217.0,,,2024-07-30 13:27:49.513,6282,1.0,false
245709,245709,BANDEJA DECOR 25.5X23X4CM 086-656757,BANDEJA DECOR,Unid,Panamá,32566.0,,,2025-08-19 15:57:09.460,6262,0.0,false
247512,247512,ARBOL 210CM NB25190-4,ARBOL 210CM NB25190-,Unid,Panamá,612742.0,,,2025-08-29 14:49:22.437,6260,1.0,false
191645,191645,CINTA JSR-AUG546,CINTA JSR-AUG546,Unid,China,39442.0,,,2023-10-19 09:57:24.433,6278,0.0,false
219618,219618,6340.100 ESTRELLA 5 PUNTAS ORO 100CM,ESTRELLA 5 PUNTAS,Unid,Brasil,661562.0,,,2024-09-24 14:49:19.757,6256,0.0,false
217367,217367,TAZA 12ML 180-1000115,TAZA 12ML 180-100011,Unid,Panamá,13598.0,,,2024-08-27 11:45:29.573,6266,0.0,false
217119,217119,831-K002-2415 JARRA,JARRA,Unid,Panamá,71583.0,,,2024-08-23 15:06:55.583,6261,0.0,false
248512,248512,SANTA DECOR DORADO 42CM 150-8000611,Adorno Santa Dorado,Unid,Panamá,57442.0,,,2025-09-12 10:40:21.103,6257,0.0,false
254787,254787,PICK DE BAYAS NAVIDEÑAS SZ2519-1502,PICK DE BAYAS NAVIDE,Unid,Panamá,14880.0,,,2025-10-28 10:23:48.913,7370,17.0,false
254483,254483,BOLA NAVIDEÑA 30CM ROJO NB2515-893,BOLA NAVIDEÑA 30CM R,Unid,Panamá,117388.0,,,2025-10-23 12:02:25.330,6253,8.0,false
192364,192364,831-XMSM223-086 ADORNO REGALOS,ADORNO REGALOS,Unid,Panamá,20372.4827,,,2023-10-25 16:47:52.410,6257,1.0,false
107966,107966,PLATO DECORATIVO 704-04326,PLATO DECORATIVO 704,Unid,Paraguay,10748.3946,,,2020-07-30 13:54:16.737,6265,1.0,false
248051,248051,ARBOL DE NAVIDAD C/FRUTAS VERDE/ROJO 80CM 1085450,ARBOL DE NAVIDAD C/F,Unid,Brasil,152624.0,,,2025-09-09 10:09:30.087,6258,0.0,false
187716,187716,ESTRELLA DECOR 140-4700359,ESTRELLA DECOR 140-4,Unid,Panamá,48367.0,,,2023-08-14 09:15:56.170,6256,1.0,false
162530,162530,RAMA 140-5701851,RAMA 140-5701851,Unid,Panamá,13861.0,,,2022-09-28 09:49:40.733,7370,54.0,false
254688,254688,VELA METÁLICA IVORY QD2505-141,VELA METÁLICA IVORY,Unid,Panamá,4699.0,,,2025-10-24 14:58:24.833,6298,0.0,false
78360,78360,JUEGO DE PESEBRE CERAMICA,JUEGO DE PESEBRE CER,Unid,Paraguay,909090.91,,,2018-11-09 14:44:26.507,6288,0.0,false
215911,215911,ESCENA C/LUZ/MUSIC 201-9400072,ESCENA 201-9400072,Unid,Panamá,194172.0,,,2024-07-30 12:01:08.067,6257,0.0,false
254280,254280,CAJA RECT GLAM GOLD G 46X33X14 1UN 13006058,CAJA RECT GLAM GOLD,Unid,Brasil,26679.0,,,2025-10-22 10:00:55.057,6273,26.0,false
247185,247185,PONSETIA DECOR 140-2501427,Poinsetia Festiva,Unid,Panamá,15946.0,,,2025-08-28 13:22:26.277,7373,2.0,false
247176,247176,ESTRELLA DECOR 45X45X4CM 130-1900858,Estrella Decorativa,Unid,Panamá,49854.0,,,2025-08-28 13:15:28.687,6255,18.0,false
218585,218585,831-D033-11 FIGURA CASCANUECES MULTICOLOR,FIGURA CASCANUECES,Unid,Panamá,74680.0,,,2024-09-13 11:09:43.910,6255,0.0,false
215081,215081,ESFERA 130-090019,ESFERA 130-090019,Unid,Panamá,19183.0,,,2024-07-19 11:55:29.143,6253,5.0,false
248168,248168,JG ADORNO P/ARBOL 2PC ROJO C/ DORADO 130-0500212,Adornos Espiral Rojo,Unid,Panamá,21405.0,,,2025-09-09 12:04:36.267,6256,100.0,false
163472,163472,ESFERA 20CM 831-XMNBBC14-080G-20,ESFERA 20CM 831-XMNB,Unid,Panamá,50666.0,,,2022-10-04 11:40:21.567,6253,0.0,false
247020,247020,JG BOLAS 4PZ 10X10X10CM 130-1900826,Bolas Navideñas 4Pz,Unid,Panamá,34493.0,,,2025-08-28 10:41:27.533,6253,23.0,false
163499,163499,CANASTA 831-AMX027-332,CANASTA 831-AMX027-3,Unid,Panamá,52420.1818,,,2022-10-04 14:37:04.137,6277,4.0,false
186852,186852,PLATO C/BASE 200-5200067,PLATO C/BASE 200-520,Unid,Panamá,88198.0,,,2023-08-05 11:25:50.503,6257,4.0,false
160710,160710,PICK DECOR 140-4101166,PICK DECOR 140-41011,Unid,Panamá,33008.0,,,2022-08-31 16:40:48.080,7373,0.0,false
247981,247981,"CINTA C/PET CRUDO/ROJO 6,3X914CM 1069795",CINTA C/PET CRUDO/RO,Unid,Brasil,15381.0,,,2025-09-09 09:03:36.050,6278,41.0,false
254529,254529,SET BOLA NAVIDEÑA 8CM ROJO NB2519-6133,SET BOLA NAVIDEÑA 8C,Unid,Panamá,14532.0,,,2025-10-23 14:53:48.437,6253,23.0,false
248411,248411,ARBOL HILOS GRIS 10X10X26CM 201-840081,Árbol Hilos Gris,Unid,Panamá,56189.0,,,2025-09-11 15:20:14.540,6258,0.0,false
191733,191733,TALLO CORTO QD2306-1910,TALLO CORTO QD2306-1,Unid,Panamá,11586.0,,,2023-10-20 11:36:54.467,6278,1.0,false
256047,256047,ARBOL ESTRELLA DE BELEN VERDE MUSGO SMALL,ARBOL ESTRELLA DE BE,Unid,Paraguay,50909.09,,,2025-11-19 09:52:31.307,6257,0.0,false
217274,217274,831-XB023G JGO 12 ESFERAS RBN TUBO,JGO 12 ESFERAS RBN,Unid,Panamá,29978.0,,,2024-08-26 15:29:59.360,6253,0.0,false
248338,248338,ESCENA CARRUSEL NAV C/LUZ 200-7200167/1,ESCENA NAV C/LUZ 200,Unid,Panamá,426429.0,,,2025-09-10 16:22:21.690,6257,0.0,false
217545,217545,TREN NAVIDEÑO C/LUZ 201-7800021,TREN NAVIDEÑO C/LUZ,Unid,Panamá,114012.0,,,2024-08-28 14:26:25.557,6284,0.0,false
247328,247328,POINSETTIA DECOR 35X31X6CM 140-4102261,Poinsettia,Unid,Panamá,21569.0,,,2025-08-28 14:17:38.683,7373,27.0,false
250411,250411,RELLENO BAYAS-PINA S4-PD 831-MX2467-2530,Relleno Bayas y Piña,Unid,China,6723.0,,,2025-09-24 11:11:36.990,7370,5.0,false
246070,246070,CASCANUECES DOS 8.5X7.6X30CM 200-4100353,CASCANUECES 8.5X7.6X,Unid,Panamá,47248.0,,,2025-08-22 11:45:34.710,7340,0.0,false
220921,220921,LATA NAVIDEÑA 03213,LATA NAVIDEÑA 03213-,Unid,Paraguay,12954.5455,,,2024-10-15 14:48:46.720,6257,0.0,false
136617,136617,GUIRNALDA NAVIDEÑA NB24190-134,GUIRNALDA NAVIDEÑA,Unid,Panamá,67205.0,,,2021-09-15 15:49:32.450,6282,0.0,false
247455,247455,AVE DECOR 12X20X26CM 202-2500044,Pajarito Navideño,Unid,Panamá,57238.0,,,2025-08-28 16:14:10.930,6255,0.0,false
250504,250504,CINTA 10CM X 10YDS AZUL- 831-AMX082-2548,CINTA 10CM X 10YDS A,Unid,China,25168.0,,,2025-09-24 12:00:58.157,6278,46.0,false
160431,160431,BOLA DECOR 130-9500368,BOLA DECOR 130-95003,Unid,Panamá,6285.845,,,2022-08-25 12:23:01.150,6253,0.0,false
220930,220930,LATA TORRE PAPA NOEL 03266-3,LATA TORRE PAPA NOEL,Unid,Paraguay,27272.7275,,,2024-10-15 15:06:18.007,6273,0.0,false
134610,134610,ARBOL DECOR 140-0500135,Albol deco,Unid,Panamá,92998.0,,,2021-08-26 09:19:26.150,6259,4.0,false
246055,246055,CAMPANAS ESTRELLAS 3 SURT 14X9X4CM 200-2000428,CAPANAS 3 SURT 14X9X,Unid,Panamá,7677.0,,,2025-08-22 11:03:50.600,7339,1.0,false
248077,248077,MINI ARBOL NAVIDADMACETA VERDE 40CM 1053603,MINI ARBOL NAVIDADMA,Unid,Brasil,38054.0,,,2025-09-09 10:36:32.140,7371,0.0,false
192208,192208,"ARBOL DE YSYPO 1,80","ARBOL DE YSYPO 1,80",Unid,Paraguay,363636.3616,,,2023-10-24 09:37:53.563,6260,0.0,false
217281,217281,PICK DECOR  140-5702455,PICK DECOR  140-5702,Unid,Panamá,10086.0,,,2024-08-26 16:03:54.200,7373,0.0,false
218622,218622,831-239-2463R ESFERA DISPLAY 6,ESFERA DISPLAY 6,Unid,Panamá,31452.0,,,2024-09-13 14:04:02.493,6253,1.0,false
215083,215083,JG BOLAS DECOR 130-1900655,JG BOLAS 130-1900655,Unid,Panamá,34222.0,,,2024-07-19 11:58:03.183,6253,5.0,false
215379,215379,JG BOLAS 3PZ 130-2502198,BOLAS 130-2502198,Unid,Panamá,38366.0,,,2024-07-23 10:28:30.017,6253,11.0,false
250351,250351,PONSETIA 33CM NATURAL 144 831-AMX018-2501,PONSETIA 33CM NATURA,Unid,China,8791.0,,,2025-09-24 10:33:53.450,7373,1.0,false
258977,258977,PORTA VELA 9.5X9.5X20.5CM 437-5020137,PORTA VELA,Unid,Panamá,33582.0,,,2025-12-23 08:05:05.180,6257,34.0,false
191570,191570,BOLSA DE REGALO NB2319-2611,BOLSA DE REGALO NB23,Unid,Panamá,3026.0,,,2023-10-17 14:40:42.323,6270,0.0,false
217486,217486,COLLAR D/ARBOL 201-6100046,COLLAR D/ARBOL 201-6,Unid,Panamá,131933.0,,,2024-08-28 10:47:24.600,6256,0.0,false
191725,191725,CINTA NB2336-544,CINTA NB2336-544,Unid,Panamá,17552.0,,,2023-10-20 11:18:31.857,6278,7.0,false
250573,250573,JGO TREN LED 14PZAS 90CM B 831-D065-2509,Tren LED Mágico,Unid,China,141443.0,,,2025-09-24 13:35:00.997,6284,1.0,false
206455,206455,CASITA NAVIDEÑA JSR-JAN-R61,CASITA NAVIDEÑA JSR-,Unid,China,37383.0,,,2024-04-12 12:50:06.330,6257,0.0,false
187048,187048,ESCENA NAVIDAD C/LUZ 201-9700128/1,ESCENA NAVIDAD C/LUZ,Unid,Panamá,645308.0,,,2023-08-07 16:25:25.550,6288,2.0,false
223443,223443,SETx6 ESFERAS ROJAS 5CM LRH5006A,SETx6 ESFERAS ROJAS,Unid,Paraguay,4545.4545,,,2024-11-23 09:41:32.860,6253,0.0,false
222674,222674,ESTRELLAS,ESTRELLAS,Unid,Paraguay,22727.2725,,,2024-11-15 13:54:56.657,6257,1.0,false
250671,250671,JGO3 CANASTA NAV 25CM VER 831-XDA33-2502,JGO3 CANASTA NAV 25C,Unid,China,133683.0,,,2025-09-24 15:10:49.580,6276,0.0,false
246779,246779,ARDILLA NAV.DECOR 17X12X26CM 201-3400283,Ardilla Navidad 17cm,Unid,Panamá,64711.0,,,2025-08-27 08:43:26.057,6255,0.0,false
246232,246232,"CAMION JOY 42,5 X 16 X 20 CMJSR-DEC-24-65","CAMION JOY 42,5 X 16",Unid,China,216466.0,,,2025-08-22 19:17:32.540,6257,0.0,false
118332,118332,PICK HOJAS/FRUTAS BCO,Pick hojas,Unid,Paraguay,5818.1818,,,2020-11-24 16:33:42.973,7373,1.0,false
247432,247432,BUZON DECOR 25X22X40CM 201-0500120,BUZON DECOR 25X22X40,Unid,Panamá,152829.0,,,2025-08-28 15:55:30.410,6257,0.0,false
248234,248234,MAGNOLIA DECOR AMARILLO 140-1301056,MAGNOLIA DECOR AMARI,Unid,Panamá,24666.0,,,2025-09-09 16:06:12.283,7373,22.0,false
217081,217081,RAMA DECOR 140-4101740,RAMA DECOR 140-41017,Unid,Panamá,20083.0,,,2024-08-23 14:32:57.220,7370,9.0,false
248069,248069,ARBOL NAVIDAD IPANEMA 720 RAMAS VERDE 210CM1088438,ARBOL NAVIDAD IPANEM,Unid,Brasil,169201.0,,,2025-09-09 10:31:49.023,6260,3.0,false
226032,226032,Taza + pan dulce,Taza + pan dulce,Unid,Paraguay,44318.18,,,2024-12-20 15:46:42.697,6257,0.0,false
215231,215231,JG BOLAS DECOR 130-1900722,Bolas Decorativas,Unid,Panamá,28367.0,,,2024-07-22 15:55:42.430,6253,0.0,false
250440,250440,RELLENO 83CM NATURAL 144 831-AMX018-2504,Relleno Natural 83cm,Unid,China,10688.0,,,2025-09-24 11:28:00.250,7370,20.0,false
247008,247008,BOLA DECOR 3 SURT 10X10X10CM 130-1200089,Esferas Navideñas 3S,Unid,Panamá,7637.0,,,2025-08-28 10:31:32.660,6253,80.0,false
186744,186744,PONSETIA 140-5802573,PONSETIA 140-5802573,Unid,Panamá,11704.0,,,2023-08-04 13:57:37.063,7373,0.0,false
246865,246865,ESCENA C/LUZ A/BAT 201-9500014,ESCENA C/LUZ A/BAT 2,Unid,Panamá,153723.0,,,2025-08-27 10:13:49.917,6257,2.0,false
219876,219876,1641863 CINTA A CUADROS NAVIDAD,CINTA A CUADROS NAV,Unid,Brasil,27063.0,,,2024-09-26 14:19:27.717,6278,0.0,false
246289,246289,DECORACIÓN NAVIDEÑA JSR-APR-5145,Adorno Navideño JSR,Unid,China,3432.0,,,2025-08-22 21:44:47.670,6257,61.0,false
215859,215859,RENO 201-3500288,RENO 201-3500288,Unid,Panamá,88779.0,,,2024-07-30 10:53:02.270,6257,0.0,false
254809,254809,NACIMIENTO FIG. GRANDES 11PCS XM2009-30,NACIMIENTO FIG. GRAN,Unid,Panamá,447463.0,,,2025-10-28 11:18:58.130,6288,0.0,false
218653,218653,831-2788-239101378R JGO2 ORNAMENTOS RENO,JGO2 ORNAMENTOS RENO,Unid,Panamá,9289.0,,,2024-09-13 14:52:44.270,6256,0.0,false
247206,247206,BOLA DECOR 8X8X8CM 201-1300263,Bola Decorativa 8cm,Unid,Panamá,10743.0,,,2025-08-28 13:31:46.567,6253,0.0,false
246493,246493,CINTA DE 6 CM X 8 METROS JSR-DEC-24-609,Cinta Roja 6x8,Unid,China,11765.0,,,2025-08-23 08:23:23.263,6278,0.0,false
217498,217498,CASA C/LUZ A/BAT 200-9800222,CASA C/LUZ A/BAT 200,Unid,Panamá,92667.0,,,2024-08-28 11:02:24.513,6257,0.0,false
160750,160750,FLOR DECO 140-5100909,FLOR DECO 140-510090,Unid,Panamá,26781.0,,,2022-09-01 11:11:10.363,7373,2.0,false
224347,224347,FLOR NAVIDEÑA ROJA LY21-360,FLOR NAVIDEÑA ROJA,Unid,Paraguay,4772.7272,,,2024-12-06 10:06:01.150,7373,2.0,false
140370,140370,ESFERAS NAVIDEÑAS,ESFERAS NAVIDEÑAS,Unid,Paraguay,11818.1817,,,2021-11-12 12:13:56.940,6253,8.0,false
246321,246321,SERVILLETA 16.5 X 16.5 CM 20 PCS JSR-APR25-34. .,SERVILLETA 16.5 X 16,Unid,China,3137.0,,,2025-08-22 22:33:41.473,7365,140.0,false
217163,217163,831-MX2467-2440A MAGNOLIA 25CM ROJO,MAGNOLIA 25CM ROJO,Unid,Panamá,8565.0,,,2024-08-24 08:29:19.650,7373,0.0,false
254471,254471,BOLA NAVIDEÑA 15CM BLANCO NB2515-778,BOLA NAVIDEÑA 15CM B,Unid,Panamá,13138.0,,,2025-10-23 11:24:02.210,6253,0.0,false
250675,250675,PONSETIA 26CM ROJO 720 831-MX2467-726- 23B,PONSETIA 26CM ROJO,Unid,China,5689.0,,,2025-09-24 15:16:23.783,7373,282.0,false
217040,217040,831-AMX006-2419N MAGNOLIA 20CM CHAMPAGNE,MAGNOLIA 20CM CHAMP,Unid,Panamá,7240.0,,,2024-08-23 11:01:16.260,7373,8.0,false
160426,160426,FLOR DECOR 130-7000125,FLOR DECOR 130-70001,Unid,Panamá,25608.0,,,2022-08-25 11:46:50.730,7373,8.0,false
250582,250582,ADORNO RENO 163X16 831-XMDEC017- 2532B,Reno Navidad,Unid,China,30339.0,,,2025-09-24 13:40:51.777,6255,0.0,false
250526,250526,FIG SANTA HNIE 64CM  831-XMFE104- 2503B4,Figura Santa 64 cm,Unid,China,112052.0,,,2025-09-24 12:59:28.907,6255,0.0,false
246775,246775,BOLA COLGANTE 10X10X10CM 201-3400268,Bola Colgante Roja,Unid,Panamá,20670.0,,,2025-08-27 08:34:02.517,6253,43.0,false
220253,220253,TAZA NAVIDEÑA JSR-NOV-1014,Taza Navidad Árbol,Unid,Paraguay,48916.6315,,,2024-10-07 08:46:28.153,6266,0.0,false
163511,163511,831-XMSM223-107 ADORNO REGALOS,ADORNO REGALOS 831-X,Unid,Panamá,18906.7959,,,2022-10-04 15:05:07.560,6257,4.0,false
224471,224471,ESFERAS ROJAS LRE8006A-61,ESFERAS ROJAS LRE800,Unid,Paraguay,19772.7273,,,2024-12-09 14:23:56.973,6253,0.0,false
215045,215045,ADORNO C/LUZ 130-0200112,Adorno Luminoso 130,Unid,Panamá,58628.0,,,2024-07-19 09:48:52.787,6257,26.0,false
256052,256052,ARBOL LAZO DE CROCHET VERDE MUSGO MEDIUM,ARBOL LAZO DE CROCHE,Unid,Paraguay,71272.725,,,2025-11-19 09:57:05.253,6257,0.0,false
163568,163568,"CINTA 6,3 CM NB22196-12","CINTA 6,3 CM NB22196",Unid,Panamá,23015.0,,,2022-10-05 09:34:23.583,6278,0.0,false
254695,254695,PICK DE PINO NAVIDEÑO QD2506-5709,PICK DE PINO NAVIDEÑ,Unid,Panamá,10703.0,,,2025-10-24 15:37:22.927,7370,46.0,false
